variant_1	variant_2	n_diploid	n_haplotypes	r2_dosage	r2_phased	abs_Dprime_phased
snp12	snp16	59	118	0.000907256291106	0.000175273518939	0.0311986863711
snp12	snp17	58	116	0.0247280953624	0.00878048780488	0.219512195122
snp12	snp18	59	118	0.000907256291106	0.000776835541003	0.0362976406534
snp12	snp19	59	118	0.0172123872652	0.00173371236876	0.0865587614356
snp12	snp20	58	116	0.00188434048083	0.000429000429	0.027027027027
snp12	snp21	59	118	0.00351856193171	0.00277436188273	0.115442278861
snp12	snp22	59	118	0.00905017237355	9.94082509094e-06	0.00756938603869
snp12	snp23	58	116	0.00205892793752	0.000429000429	0.047619047619
snp12	snp24	58	116	0.0115326493279	0.00260824204486	0.111111111111
snp12	snp25	58	116	0.00217717717718	0.00175438596491	0.0526315789474
snp12	snp26	59	118	2.50773816348e-05	5.77926623369e-06	0.00536398467433
snp12	snp27	59	118	0.00739712201062	0.0018428782633	0.095785440613
snp12	snp28	57	114	0.00650364203954	0.00412532160562	0.123689727463
snp12	snp29	59	118	0.0140294182853	0.0106666999954	0.348965517241
snp12	snp30	59	118	0.00183770526543	0.00435650800356	0.2175066313
snp12	snp31	57	114	0.00525335173502	0.0111120235918	0.348571428571
snp12	snp32	59	118	0.00996735504932	0.00861725484377	0.32183908046
snp12	snp33	58	116	1.48726529095e-05	0.00256885971172	0.171428571429
snp12	snp34	58	116	0.00240464344942	0.00865800865801	0.285714285714
snp12	snp35	59	118	0.0475157930939	0.0356026162637	0.579072532699
snp12	snp36	59	118	0.00019425667985	0.00587383113536	0.246487867178
snp12	snp37	58	116	0.000676227119039	0.00679705923152	0.259259259259
snp12	snp38	59	118	0.00957500026054	0.0128809838814	0.37400530504
snp12	snp39	58	116	3.66485622769e-06	0.0144002896812	0.386243386243
snp12	snp40	58	116	0.00276585598474	0.0024154589372	0.166666666667
snp12	snp41	59	118	0.017681633577	0.0115059936834	0.32183908046
snp12	snp42	58	116	2.78715475773e-35	0.00740740740741	0.222222222222
snp13	snp14	58	116	0.415460700053	0.428713151927	0.654761904762
snp13	snp15	60	120	0.00493872324858	4.63923333355e-05	0.00826446280992
snp13	snp16	60	120	0.00896174593574	0.00181488203267	0.0909090909091
snp13	snp17	59	118	0.0439317544998	0.014088794926	0.251585623679
snp13	snp18	60	120	0.00896174593574	1.49990250634e-05	0.00826446280992
snp13	snp19	60	120	0.0400100407513	0.00584467124726	0.144385026738
snp13	snp20	59	118	0.0210849140784	0.00259671436142	0.106060606061
snp13	snp21	60	120	0.00402414486922	5.80517821897e-05	0.0151515151515
snp13	snp22	60	120	0.0221688504563	0.00103104593882	0.0697674418605
snp13	snp23	59	118	0.0119725533908	0.00259671436142	0.106060606061
snp13	snp24	59	118	0.0293137337515	0.00683836015677	0.163120567376
snp13	snp25	59	118	0.0114442810901	0.00010051867637	0.011961722488
snp13	snp26	60	120	0.00111041807817	8.22301548942e-06	0.00373599003736
snp13	snp27	60	120	0.0163926200595	0.00401150775963	0.130434782609
snp13	snp28	58	116	0.0372601899882	0.0110819332781	0.18357771261
snp13	snp29	60	120	0.00743152381626	0.00742451740637	0.272727272727
snp13	snp30	60	120	0.000245818804228	0.00271408708679	0.160839160839
snp13	snp31	58	116	0.00181646493261	0.00791470434328	0.275
snp13	snp32	60	120	0.00402414486922	0.00557297109021	0.242424242424
snp13	snp33	59	118	0.000546969819565	0.00132283070768	0.115
snp13	snp34	59	118	0.000951462286812	0.00660045836516	0.233766233766
snp13	snp35	60	120	0.0580578663344	0.047040949538	0.623824451411
snp13	snp36	60	120	5.37348721409e-05	0.00405613420074	0.191919191919
snp13	snp37	59	118	2.5317595166e-05	0.00485919309449	0.205387205387
snp13	snp38	60	120	0.00461593087939	0.00948647830526	0.300699300699
snp13	snp39	59	118	0.00114944724642	0.0111031840683	0.31712962963
snp13	snp40	59	118	0.00623493350558	0.00111503015133	0.106060606061
snp13	snp41	60	120	0.0132373186487	0.00940438871473	0.272727272727
snp13	snp42	59	118	0.00151968757888	0.00191730794313	0.106060606061
snp14	snp15	58	116	0.00378830854376	0.00206503436035	0.0565068493151
snp14	snp16	58	116	0.00708576611303	0.00117431758057	0.0434027777778
snp14	snp17	57	114	4.35785626156e-05	7.98894330247e-06	0.00581395348837
snp14	snp18	58	116	0.00708576611303	0.0054788961039	0.09375
snp14	snp19	58	116	0.0026349217871	0.00172556201968	0.0759803921569
snp14	snp20	57	114	0.00350007030821	0.000677561767501	0.0330357142857
snp14	snp21	58	116	0.0185819013548	1.83545511945e-06	0.0018115942029
snp14	snp22	58	116	0.000161781620091	0.00206503436035	0.0565068493151
snp14	snp23	57	114	0.00381775184892	0.000677561767501	0.0330357142857
snp14	snp24	57	114	0.000306669944571	5.85745377936e-05	0.0146276595745
snp14	snp25	57	114	0.00478765323993	0.00800304878049	0.109375
snp14	snp26	58	116	0.00844525247786	0.00165190960751	0.054347826087
snp14	snp27	58	116	0.000277141548328	0.000739426205265	0.054347826087
snp14	snp28	56	112	0.00362599412852	0.000116699731591	0.0175438596491
snp14	snp29	58	116	0.00471375572852	0.00595507677709	0.244791666667
snp14	snp30	58	116	0.00217360041089	0.00176870748299	0.13
snp14	snp31	56	112	0.0108695652174	0.0189393939394	0.416666666667
snp14	snp32	58	116	0.0016843878303	0.00423261871368	0.211956521739
snp14	snp33	57	114	9.89863794742e-06	0.000647752299521	0.0806451612903
snp14	snp34	57	114	0.00367472135894	0.00525651808242	0.208333333333
snp14	snp35	58	116	0.0178746188214	0.0150766272418	0.352678571429
snp14	snp36	58	116	0.00129085317886	0.00294057794058	0.163461538462
snp14	snp37	57	114	0.00110028173304	0.000192547543919	0.0408653846154
snp14	snp38	58	116	0.00217360041089	0.00176870748299	0.13
snp14	snp39	57	114	0.00899666685498	0.0114335930837	0.314903846154
snp14	snp40	57	114	0.00264260695522	0.000492349643993	0.070652173913
snp14	snp41	58	116	0.0159404249937	0.0060393475572	0.223214285714
snp14	snp42	57	114	0.0179549005279	0.0059630397389	0.185714285714
snp15	snp16	60	120	0.786013560541	0.76377133493	0.889840881273
snp15	snp17	59	118	0.603909635559	0.665493833072	0.846504065041
snp15	snp18	60	120	0.707332924643	0.76377133493	0.889840881273
snp15	snp19	60	120	0.664852087645	0.695659125862	0.959555106168
snp15	snp20	59	118	0.768109719344	0.793636425215	0.924066924067
snp15	snp21	60	120	0.428531179564	0.444780026175	0.728682170543
snp15	snp22	60	120	0.759351435653	0.794364920899	0.891271519178
snp15	snp23	59	118	0.713656778226	0.761631144887	0.888749214331
snp15	snp24	59	118	0.676051345788	0.707916404737	0.920858484239
snp15	snp25	59	118	0.700071616894	0.757024410885	0.886392811297
snp15	snp26	60	120	0.710645762484	0.73980375599	0.923542529468
snp15	snp27	60	120	0.610871394017	0.647771680128	0.849151477058
snp15	snp28	58	116	0.476547155416	0.402202173676	0.814474210316
snp15	snp29	60	120	0.00228414801279	0.00198699709104	0.0649350649351
snp15	snp30	60	120	0.00816247437541	0.000830935516735	0.040959040959
snp15	snp31	58	116	0.00396553393359	0.00171128742557	0.0594594594595
snp15	snp32	60	120	0.00450788880541	0.000302023557838	0.025974025974
snp15	snp33	59	118	0.000129916997474	0.00227719837227	0.0684210526316
snp15	snp34	59	118	0.000868232745912	0.00553020794881	0.100952380952
snp15	snp35	60	120	0.0039291036055	0.000609883872571	0.0326914464845
snp15	snp36	60	120	0.00487574323315	0.00304080349092	0.0764790764791
snp15	snp37	59	118	0.00165244336711	0.0101398184105	0.137426900585
snp15	snp38	60	120	0.00122726082862	0.00504245877823	0.100899100899
snp15	snp39	59	118	0.00144902335826	4.55588052487e-05	0.00938271604938
snp15	snp40	59	118	0.00327881450363	0.000404935210366	0.0296052631579
snp15	snp41	60	120	0.00059314326387	0.000100674519279	0.012987012987
snp15	snp42	59	118	0.00990127392988	0.0182139230325	0.148629148629
snp16	snp17	59	118	0.711032364211	0.75941947893	0.887619047619
snp16	snp18	60	120	0.824419436185	0.861610311119	0.928229665072
snp16	snp19	60	120	0.689125677179	0.722585934728	0.9604743083
snp16	snp20	59	118	0.803127047014	0.826516199074	0.925832809554
snp16	snp21	60	120	0.507285276074	0.57062400319	0.810606060606
snp16	snp22	60	120	0.876772101322	0.895043200929	0.963280293758
snp16	snp23	59	118	0.829521052632	0.860290433386	0.927518427518
snp16	snp24	59	118	0.777375126088	0.800442768768	0.961349492303
snp16	snp25	59	118	0.821269229973	0.85759668595	0.926065162907
snp16	snp26	60	120	0.814837956364	0.833281967538	0.962640099626
snp16	snp27	60	120	0.638901213225	0.676991324589	0.85257985258
snp16	snp28	58	116	0.488696166292	0.422121461466	0.818891491023
snp16	snp29	60	120	0.00493263865339	0.00125912868295	0.0526315789474
snp16	snp30	60	120	0.0133387002748	0.000383714829404	0.0283400809717
snp16	snp31	58	116	0.00783772418058	0.00101173118057	0.0465753424658
snp16	snp32	60	120	0.0081799591002	7.47607655502e-05	0.0131578947368
snp16	snp33	59	118	0.000155573966676	0.0014703675919	0.056
snp16	snp34	59	118	3.55072463768e-05	0.0041262041262	0.0888030888031
snp16	snp35	60	120	0.00145697995749	0.000219381344608	0.0199637023593
snp16	snp36	60	120	0.0214086763394	1.71494229219e-05	0.00584795321637
snp16	snp37	59	118	0.000287650319204	0.00820626402022	0.125925925926
snp16	snp38	60	120	0.00355328540099	0.00379016280472	0.0890688259109
snp16	snp39	59	118	0.0147	8.00000800001e-06	0.00673400673401
snp16	snp40	59	118	0.00632512308833	0.00012370113805	0.0166666666667
snp16	snp41	60	120	0.00242169841782	0.00159489633174	0.0909090909091
snp16	snp42	59	118	0.017138043103	0.0150036337456	0.137426900585
snp17	snp18	59	118	0.711032364211	0.75941947893	0.887619047619
snp17	snp19	59	118	0.581578468867	0.626186830647	0.880687563195
snp17	snp20	58	116	0.689579699737	0.723703847256	0.850707850708
snp17	snp21	59	118	0.409963005328	0.510975136652	0.768096953816
snp17	snp22	59	118	0.760007616426	0.791637728881	0.92325203252
snp17	snp23	58	116	0.712855553411	0.757227850888	0.886497064579
snp17	snp24	58	116	0.694389308334	0.730515515859	0.920302301615
snp17	snp25	58	116	0.698946009439	0.752364569961	0.884
snp17	snp26	59	118	0.699045939734	0.732125116515	0.887225230965
snp17	snp27	59	118	0.539593994763	0.582888215911	0.777498428661
snp17	snp28	57	114	0.359328746486	0.341190895056	0.726509396242
snp17	snp29	59	118	0.00383622628999	0.00663219138118	0.118933333333
snp17	snp30	59	118	0.0110413702821	0.00420004666719	0.0923076923077
snp17	snp31	57	114	0.00624143835616	0.00618512573569	0.113333333333
snp17	snp32	59	118	0.00660390230591	0.00301061080873	0.0822222222222
snp17	snp33	58	116	3.18979266348e-05	0.0072236129379	0.122162162162
snp17	snp34	58	116	0.000136342894031	0.0119485484251	0.148727984344
snp17	snp35	59	118	0.00188581023862	0.00343127626153	0.0777011494253
snp17	snp36	59	118	0.0182103070163	0.0023686792679	0.0676543209877
snp17	snp37	58	116	2.05426378883e-05	0.0109923571146	0.140740740741
snp17	snp38	59	118	0.00261820319127	0.011511757538	0.152820512821
snp17	snp39	58	116	0.0121960020206	0.00175327723642	0.0583460172501
snp17	snp40	58	116	0.0149367517506	0.00336672075803	0.0855855855856
snp17	snp41	59	118	0.0016846116779	7.51703077284e-06	0.00355555555556
snp17	snp42	59	118	0.0105595392201	0.0220335707233	0.16962962963
snp18	snp19	60	120	0.761238474509	0.722585934728	0.9604743083
snp18	snp20	59	118	0.803127047014	0.826516199074	0.925832809554
snp18	snp21	60	120	0.448691526074	0.518540669856	0.772727272727
snp18	snp22	60	120	0.876772101322	0.895043200929	0.963280293758
snp18	snp23	59	118	0.829521052632	0.860290433386	0.927518427518
snp18	snp24	59	118	0.854124377862	0.800442768768	0.961349492303
snp18	snp25	59	118	0.868405988076	0.893029472907	0.96253968254
snp18	snp26	60	120	0.814837956364	0.833281967538	0.962640099626
snp18	snp27	60	120	0.638901213225	0.676991324589	0.85257985258
snp18	snp28	58	116	0.439046560634	0.422121461466	0.818891491023
snp18	snp29	60	120	0.000308289915837	0.00609418282548	0.115789473684
snp18	snp30	60	120	1.38800210976e-05	0.0107205224786	0.14979757085
snp18	snp31	58	116	0.000950896722325	0.00565743272338	0.110136986301
snp18	snp32	60	120	0.00115030674847	0.00269138755981	0.0789473684211
snp18	snp33	59	118	0.0019478965295	0.00663219138118	0.118933333333
snp18	snp34	59	118	3.55072463768e-05	0.0111154986155	0.145752895753
snp18	snp35	60	120	0.00813982191129	0.00304776892799	0.0744101633394
snp18	snp36	60	120	0.00174764704811	0.00207508017355	0.0643274853801
snp18	snp37	59	118	0.00484782421617	0.0175583130622	0.184197530864
snp18	snp38	60	120	1.38800210976e-05	0.0107205224786	0.14979757085
snp18	snp39	59	118	0.00415648148148	0.0015125015125	0.0550550550551
snp18	snp40	59	118	0.000686909674237	0.00301061080873	0.0822222222222
snp18	snp41	60	120	0.00242169841782	0	0
snp18	snp42	59	118	0.000345257559286	0.0397487621493	0.223684210526
snp19	snp20	59	118	0.730344324809	0.746122633329	0.960561497326
snp19	snp21	60	120	0.307078460039	0.409633418585	0.673913043478
snp19	snp22	60	120	0.741738909645	0.755538579068	1
snp19	snp23	59	118	0.690060468632	0.719852464804	0.959972862958
snp19	snp24	59	118	0.750347353796	0.711890214881	0.889236545682
snp19	snp25	59	118	0.68044253921	0.716112968016	0.95928226363
snp19	snp26	60	120	0.659768985375	0.688413375564	0.888991674376
snp19	snp27	60	120	0.520934505841	0.553105869129	0.810964083176
snp19	snp28	58	116	0.519795014303	0.430282269724	0.728337236534
snp19	snp29	60	120	0.000146933497899	0.00971867007673	0.165217391304
snp19	snp30	60	120	2.64613267709e-05	0.00636665396964	0.130434782609
snp19	snp31	58	116	0.00056744732645	0.00886633366633	0.156363636364
snp19	snp32	60	120	0.000433181719731	0.00575447570332	0.130434782609
snp19	snp33	59	118	0.00179271708683	0.0102031625553	0.167058823529
snp19	snp34	59	118	0.0069234940353	0.0245736769003	0.245202558635
snp19	snp35	60	120	0.0126772607016	0.0110956157345	0.160419790105
snp19	snp36	60	120	0.00208814155402	0.010390089234	0.162640901771
snp19	snp37	59	118	0.00293376006207	0.0211161387632	0.228758169935
snp19	snp38	60	120	2.64613267709e-05	0.0145708891968	0.197324414716
snp19	snp39	59	118	0.000314940791131	0.00293595347736	0.0867882808181
snp19	snp40	59	118	0.00946008507962	0.00195135099985	0.0736714975845
snp19	snp41	60	120	0.000512978352314	0.00236809699725	0.0724637681159
snp19	snp42	59	118	0.00165723887131	0.0355902464674	0.239935587762
snp20	snp21	59	118	0.446251664519	0.48602593658	0.735595390525
snp20	snp22	59	118	0.84721536024	0.860191402955	0.962033462033
snp20	snp23	58	116	0.80294608522	0.824839667783	0.925064599483
snp20	snp24	58	116	0.747973436717	0.763514510892	0.92292358804
snp20	snp25	58	116	0.794353084486	0.821504849798	0.923533289387
snp20	snp26	59	118	0.782452479083	0.797174150435	0.925505050505
snp20	snp27	59	118	0.62182915171	0.642755208509	0.816313823163
snp20	snp28	57	114	0.51540087334	0.434803057025	0.819047619048
snp20	snp29	59	118	0.00197318325246	4.900935752e-06	0.00337837837838
snp20	snp30	59	118	0.00744913308527	0.000190747932683	0.0345454545455
snp20	snp31	57	114	0.00357954545455	5.45911125669e-06	0.00581395348837
snp20	snp32	59	118	6.58318216397e-05	0.000351401953233	0.0293772032902
snp20	snp33	58	116	0.000121119140862	2.07764865576e-05	0.00684931506849
snp20	snp34	58	116	0.000589571656539	0.00101724695982	0.0452674897119
snp20	snp35	59	118	0.00297298108922	0.00032955032955	0.0422077922078
snp20	snp36	59	118	0.0137078580412	0.000863340537254	0.0716783216783
snp20	snp37	58	116	0.00127711701693	0.0033986543703	0.0832455216017
snp20	snp38	59	118	0.00114321906421	0.000845420200259	0.0432432432432
snp20	snp39	58	116	0.00148472850679	0.00134895968229	0.0874125874126
snp20	snp40	58	116	0.00277294009898	0.000554188576924	0.061678463094
snp20	snp41	59	118	0.00560749028303	0.00544948104034	0.167711598746
snp20	snp42	58	116	0.011726338106	0.00827357970215	0.104247104247
snp21	snp22	60	120	0.500344589938	0.544447800262	0.806201550388
snp21	snp23	59	118	0.484744132657	0.537221341537	0.773367477593
snp21	snp24	59	118	0.440639505968	0.490863264695	0.713069908815
snp21	snp25	59	118	0.436211828772	0.507368965893	0.765873015873
snp21	snp26	60	120	0.451682845321	0.49553094336	0.716312056738
snp21	snp27	60	120	0.337593516209	0.379161770466	0.63768115942
snp21	snp28	58	116	0.266012276502	0.287384547028	0.627940128297
snp21	snp29	60	120	0.00235552763819	0.00175438596491	0.0666666666667
snp21	snp30	60	120	0.00859021493213	0.000613747954173	0.0384615384615
snp21	snp31	58	116	0.00447016881619	0.00138265681281	0.0585507246377
snp21	snp32	60	120	0.00390625	0.000289351851852	0.0277777777778
snp21	snp33	59	118	0.00319550631924	0.00748608788397	0.135774647887
snp21	snp34	59	118	0.00100971149041	0.00565140250486	0.109657947686
snp21	snp35	60	120	9.20019627085e-05	0.00309460654288	0.0804597701149
snp21	snp36	60	120	0.0156713649852	6.63746183459e-05	0.0123456790123
snp21	snp37	59	118	0.00257418865669	0.00686134852802	0.125925925926
snp21	snp38	60	120	0.00859021493213	0.000613747954173	0.0384615384615
snp21	snp39	59	118	0.00607945893506	0.000102573371977	0.0151278038602
snp21	snp40	59	118	0.00301523399213	0.000359179370777	0.0305164319249
snp21	snp41	60	120	0.0328947368421	0.00617283950617	0.166666666667
snp21	snp42	59	118	0.0140053948036	0.018945014143	0.169014084507
snp22	snp23	59	118	0.876792925485	0.894053292193	0.962916404777
snp22	snp24	59	118	0.824901976146	0.834826427772	1
snp22	snp25	59	118	0.870805307118	0.891919774095	0.962130937099
snp22	snp26	60	120	0.858601872937	0.867366675877	1
snp22	snp27	60	120	0.684300619918	0.706586420439	0.886863607794
snp22	snp28	58	116	0.533033798383	0.499035391904	0.907237105158
snp22	snp29	60	120	1.73160772851e-05	0.00763324802492	0.127272727273
snp22	snp30	60	120	0.00112576441275	0.00504245877823	0.100899100899
snp22	snp31	58	116	3.18979266348e-05	0.0072236129379	0.122162162162
snp22	snp32	60	120	0.000114863312658	0.00369978858351	0.0909090909091
snp22	snp33	59	118	0.00178324624979	0.00663219138118	0.118933333333
snp22	snp34	59	118	0.00573325443296	0.0133997785161	0.157142857143
snp22	snp35	60	120	0.0119635945296	0.00426300701246	0.0864308105687
snp22	snp36	60	120	0.00447251153916	0.00304080349092	0.0764790764791
snp22	snp37	59	118	0.00789527958957	0.0204010229073	0.194931773879
snp22	snp38	60	120	0.000377333778234	0.0128130157818	0.160839160839
snp22	snp39	59	118	0.00132654144115	0.0023686792679	0.0676543209877
snp22	snp40	59	118	1.83516409303e-05	0.00410823157184	0.094298245614
snp22	snp41	60	120	0.000544089375748	0.000100674519279	0.012987012987
snp22	snp42	59	118	0.00902149205961	0.0182139230325	0.148629148629
snp23	snp24	58	116	0.776948979355	0.798465526308	0.960903269296
snp23	snp25	58	116	0.823280833733	0.856279887168	0.925353925354
snp23	snp26	59	118	0.812928029069	0.831643791338	0.962227912932
snp23	snp27	59	118	0.640091094576	0.674008000095	0.85101010101
snp23	snp28	57	114	0.459466263847	0.434803057025	0.819047619048
snp23	snp29	59	118	0.00033302522836	0.0131906686745	0.170810810811
snp23	snp30	59	118	0.000450694529642	0.00949931384714	0.141372141372
snp23	snp31	57	114	6.22083981337e-05	0.0126380020389	0.165070422535
snp23	snp32	59	118	3.1328320802e-05	0.00797273337167	0.136261261261
snp23	snp33	58	116	0.000658938377059	0.00565743272338	0.110136986301
snp23	snp34	59	118	0.0103458185016	0.0214987714988	0.202702702703
snp23	snp35	59	118	0.0145015034212	0.00792076286071	0.120223671948
snp23	snp36	59	118	0.00334158121032	0.00649800649801	0.114114114114
snp23	snp37	58	116	0.0103484189416	0.0284195302755	0.234906139016
snp23	snp38	59	118	0.0011041589989	0.0195291635509	0.202702702703
snp23	snp39	58	116	0.000713931870502	0.00546665153407	0.104938271605
snp23	snp40	58	116	0.000115217328686	0.00858992294232	0.139269406393
snp23	snp41	59	118	0.00433639478443	0.00107214652669	0.0432432432432
snp23	snp42	58	116	0.00269323468415	0.0370656370656	0.216216216216
snp24	snp25	58	116	0.768646204054	0.795147397483	0.960151150807
snp24	snp26	59	118	0.74817617755	0.767248779965	0.891610532762
snp24	snp27	59	118	0.656180169128	0.676400160736	0.852269170579
snp24	snp28	57	114	0.46743214901	0.450975129719	0.788888888889
snp24	snp29	59	118	3.3917921399e-05	0.0110176677995	0.169014084507
snp24	snp30	59	118	1.95038227493e-05	0.00748608788397	0.135774647887
snp24	snp31	57	114	8.49300176654e-06	0.0123671497585	0.173913043478
snp24	snp32	59	118	0.000289118261382	0.0064582048991	0.132884262094
snp24	snp33	58	116	0.00259671436142	0.0116662165812	0.171428571429
snp24	snp34	58	116	0.0027351500772	0.0161717115606	0.190552871712
snp24	snp35	59	118	0.00672545612043	0.00565140250486	0.109657947686
snp24	snp36	59	118	0.00119852589468	0.0121952808432	0.169014084507
snp24	snp37	59	118	0.014592235842	0.0178910646396	0.199791340636
snp24	snp38	59	118	1.95038227493e-05	0.0166115337645	0.202253521127
snp24	snp39	58	116	0.00319736491882	0.0038083340581	0.0947603121516
snp24	snp40	58	116	0.00014379200047	0.00689995615296	0.135403726708
snp24	snp41	59	118	0.00398752293381	3.85290466201e-05	0.0136778115502
snp24	snp42	58	116	0.00149061829307	0.0436794705131	0.253118712274
snp25	snp26	59	118	0.884649093238	0.89649122807	1
snp25	snp27	59	118	0.626710236233	0.668564839617	0.848133848134
snp25	snp28	57	114	0.478328407908	0.45995310188	0.859836065574
snp25	snp29	59	118	0.000114080008112	0.00828738512949	0.130526315789
snp25	snp30	59	118	0.000804410313613	0.00555789557506	0.104251012146
snp25	snp31	57	114	1.01957585644e-06	0.00787470389711	0.125479452055
snp25	snp32	59	118	2.28235465966e-05	0.00410823157184	0.094298245614
snp25	snp33	58	116	0.0056277734273	0.00900577146431	0.133866666667
snp25	snp34	58	116	0.000505085221924	0.00891260441822	0.129129129129
snp25	snp35	59	118	0.0149966779265	0.00475860321086	0.0898366606171
snp25	snp36	59	118	0.00404833006385	0.00342941195072	0.0799220272904
snp25	snp37	58	116	0.0101242336569	0.0217615514482	0.198024691358
snp25	snp38	59	118	0.000751676748609	0.0137488369754	0.163967611336
snp25	snp39	58	116	0.000977170100122	0.00269986412309	0.0710710710711
snp25	snp40	58	116	3.36088135753e-06	0.00456227170967	0.0977777777778
snp25	snp41	59	118	0.000305777743263	0.000171356421356	0.0166666666667
snp25	snp42	58	116	7.40872451399e-05	0.0323263888889	0.194444444444
snp26	snp27	60	120	0.628030496642	0.651295764991	0.821322215605
snp26	snp28	58	116	0.410966085448	0.437272750595	0.788706739526
snp26	snp29	60	120	0.000783676498341	0.00861801837733	0.145205479452
snp26	snp30	60	120	0.00484171536705	0.00566749398118	0.114857744995
snp26	snp31	58	116	0.00188697788698	0.00799453962187	0.138285714286
snp26	snp32	60	120	0.00169743263314	0.00466336345089	0.109589041096
snp26	snp33	59	118	0.000686655985351	0.00918861357852	0.147777777778
snp26	snp34	59	118	0.00100971149041	0.0134252322445	0.169014084507
snp26	snp35	60	120	0.00370365974555	0.00428619913238	0.0930562116202
snp26	snp36	60	120	0.00299758040296	0.00339410122131	0.0867579908676
snp26	snp37	59	118	0.00207100044643	0.0206572368408	0.210905349794
snp26	snp38	60	120	0.00034851133814	0.0136242147628	0.178082191781
snp26	snp39	59	118	0.000690760389036	0.00856505950902	0.138236828378
snp26	snp40	59	118	0.0011941219954	0.00503702418885	0.112268518519
snp26	snp41	60	120	0.00452276458173	9.71534052269e-05	0.013698630137
snp26	snp42	59	118	0.0042975214295	0.0261944537254	0.191780821918
snp27	snp28	58	116	0.360079271279	0.371839106414	0.740685543964
snp27	snp29	60	120	0.00156643566962	0.00357474178984	0.0918918918919
snp27	snp30	60	120	1.12840071766e-05	0.00184821553924	0.0644490644491
snp27	snp31	58	116	0.000423801798554	0.00313690691155	0.0850704225352
snp27	snp32	60	120	0.000935162094763	0.00117508813161	0.0540540540541
snp27	snp33	59	118	0.00971373047313	0.00391862653639	0.0947945205479
snp27	snp34	59	118	0.00962424105716	0.00725069013112	0.122023809524
snp27	snp35	60	120	0.00687437441724	0.00125078535873	0.049394221808
snp27	snp36	60	120	0.000199797242798	0.00458663432015	0.0990990990991
snp27	snp37	59	118	0.00445697264872	0.0126078442669	0.161846778285
snp27	snp38	60	120	0.00288870583722	0.00715630595372	0.126819126819
snp27	snp39	59	118	6.75529615218e-06	0.000385372366049	0.0288065843621
snp27	snp40	59	118	0.00111480132529	0.00134935285037	0.0570776255708
snp27	snp41	60	120	5.46004551762e-35	0.00039169604387	0.0434782608696
snp27	snp42	59	118	4.61156923161e-05	0.0185278127351	0.158408408408
snp28	snp29	58	116	0.00552354781235	0.000699799131731	0.0491803278689
snp28	snp30	58	116	0.0147835604936	3.78637755687e-05	0.0111475409836
snp28	snp31	56	112	4.38596491228e-05	0.00387011881265	0.114942528736
snp28	snp32	58	116	0.00677667104103	1.68609508043e-05	0.00784034212402
snp28	snp33	57	114	0.00284384694933	0.000328710837185	0.0338983050847
snp28	snp34	57	114	0.000241363457244	0.0049728049728	0.123076923077
snp28	snp35	58	116	0.000349882716829	0.000853542880369	0.0491803278689
snp28	snp36	58	116	0.0380498437294	0.00302087711924	0.107692307692
snp28	snp37	57	114	0.000709313017207	0.0049728049728	0.123076923077
snp28	snp38	58	116	0.00587827808016	0.00231755130116	0.0872131147541
snp28	snp39	57	114	0.00908452890806	0.0003641966662	0.0338983050847
snp28	snp40	57	114	0.00362403839007	0.00328093482923	0.106200997862
snp28	snp41	58	116	0.00349037805742	9.93541977149e-05	0.016393442623
snp28	snp42	57	114	0.0098373434447	0.00434141809515	0.0922716627635
snp29	snp30	60	120	0.821414766138	0.856731845982	0.948936170213
snp29	snp31	58	116	0.757787009307	0.806443473011	0.898021978022
snp29	snp32	60	120	0.820770519263	0.852631578947	0.947368421053
snp29	snp33	59	118	0.760429022849	0.807292588739	0.898494623656
snp29	snp34	59	118	0.746205571026	0.775802013996	0.947555555556
snp29	snp35	60	120	0.504213905642	0.585106001077	0.841758241758
snp29	snp36	60	120	0.676602597558	0.728956800604	0.896774193548
snp29	snp37	59	118	0.726999349459	0.770045491677	0.945970695971
snp29	snp38	60	120	0.821414766138	0.856731845982	0.948936170213
snp29	snp39	59	118	0.765228037955	0.814464531884	0.948131868132
snp29	snp40	59	118	0.768825101006	0.801723379106	0.895390070922
snp29	snp41	60	120	0.578418407829	0.630035087719	0.893333333333
snp29	snp42	59	118	0.351306092769	0.479441093336	0.88487804878
snp30	snp31	58	116	0.738557943067	0.806443473011	0.898021978022
snp30	snp32	60	120	0.871794871795	0.903846153846	1
snp30	snp33	59	118	0.804546825723	0.856101701011	0.948695652174
snp30	snp34	59	118	0.789906802135	0.819080134841	0.949572649573
snp30	snp35	60	120	0.522422390863	0.623909021731	0.847844463229
snp30	snp36	60	120	0.823703962297	0.772979251359	0.900744416873
snp30	snp37	59	118	0.766742542231	0.814464531884	0.948131868132
snp30	snp38	60	120	0.868860178948	0.90421112126	0.950900163666
snp30	snp39	59	118	0.806042530001	0.85985710066	0.950126796281
snp30	snp40	59	118	0.817703549061	0.852016319683	0.947132616487
snp30	snp41	60	120	0.603715170279	0.668303327878	0.897435897436
snp30	snp42	59	118	0.505500140018	0.574435675377	0.944652908068
snp31	snp32	58	116	0.739922454357	0.803195289984	0.944577161968
snp31	snp33	57	114	0.675056818182	0.757483146067	0.893258426966
snp31	snp34	57	114	0.677384393064	0.725301993198	0.895172413793
snp31	snp35	58	116	0.50964371751	0.537622377622	0.789090909091
snp31	snp36	58	116	0.598204833142	0.679553677092	0.845333333333
